30	32	30	32	30	32	30	212	330	338	338	338	338	338	338	338	338	338	335	334	338	338	338	338	338	338	331	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	337	340	340	361	212	212	212	340	336	337	340	340	361	212	212	212	336	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	333	31	212	212	212	212	212	31	332	333	33	212	212	212	212	212	332	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	333	30	212	212	212	212	212	30	332	333	32	212	212	212	212	212	332	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	333	302	212	212	212	212	212	31	332	333	302	212	212	212	212	212	332	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	334	338	338	335	334	338	338	338	335	334	338	338	335	334	338	338	335	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	339	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	339	339	339	339	339	339	339	339	339	337	340	360	340	340	340	340	336	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	339	337	340	340	340	340	340	340	336	333	212	212	212	212	212	212	332	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	339	333	32	180	180	180	300	30	332	333	212	212	212	212	212	212	332	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	339	333	33	150	150	150	150	31	332	333	212	212	212	212	212	212	332	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	339	333	32	301	32	30	32	30	332	334	338	338	335	334	338	338	335	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	332	339	334	338	338	338	338	338	338	335	337	340	340	340	340	340	340	336	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	332	339	339	339	339	339	339	339	339	339	333	180	180	180	300	180	180	332	333	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	341	340	340	340	340	240	242	242	339	339	334	338	338	338	338	338	338	335	333	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	30	32	30	32	30	241	242	242	340	340	340	340	340	340	340	340	340	340	342	32	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	32	33	31	33	31	241	242	242	31	33	31	33	31	33	31	32	31	33	31	32	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	212	212	212	212	212	182	241	242	242	180	180	180	180	180	180	180	181	212	212	212	212	212	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	212	210	30	210	30	183	241	242	242	31	33	31	33	31	33	31	184	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	241	242	242	30	32	30	32	30	32	30	184	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	30	210	30	210	30	183	241	242	242	31	33	31	33	31	33	31	184	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	241	242	242	30	32	30	32	30	32	30	184	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	30	210	30	210	30	183	241	242	242	31	33	31	33	31	33	31	184	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	241	242	242	30	32	30	32	30	32	30	184	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	30	210	30	210	30	183	241	242	242	31	33	31	33	31	33	31	184	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30	210	30
30	32	30	32	30	32	30	32	30	32	30	32	183	241	242	242	30	32	30	32	30	32	30	184	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32	30	32
210	30	210	30	210	30	210	30	31	33	31	33	183	241	242	242	31	33	31	33	31	33	31	184	31	33	31	32	210	30	210	30	210	30	210	30	210	30	210	30	210	30
